11;The constant b allows the correction of volume for the � of a gases molecule.;size;;
12;Particles in gases are � to each other.;attracted;;
13;� gas particles tend together tend to stick close together.;crowded;;
14;When gas particles stick together the internal � is decreased.;pressure;;
15;Van der Waals Equation corrects for the decrease of ... resulting from intermolecular attractions.;pressure;;
16;Van der Waals Equation corrects for the decrease of pressure resulting from ... attractions.;intermolecular;;
17;... in van der Waals equation is corrected by the constant a.;Pressure;;
18;Pressure in van der Waals equation is corrected by the constant ....;a;;
19;The constant a is determined �.;experimentally;;
20;The degree of � between gas molecules determines the value of a.;attraction;;
21;Write down the van der Waals Equation.;(P+((n^2)a)/V^2)(V-nb)=nRT;;
22;The pressure correction factor in van der Waals equation is the constant �.;a;;
23;The �. correction factor in van der Waals equation is the constant a.;pressure;;
24;The volume correction factor in vand de Waals equation is the constant �.;b;;
25;The � correction factor in vand de Waals equation is the constant b.;volume;;
nr #15;Partial pressures & vapour;answer;40;
1;The Law of ... Proportions says that elements combine in simple whole number ratios of their masses.;Multiple;;
2;The Law of Multiple Proportions says that ... combine in simple whole number ratios of their masses.;elements;;
3;The Law of Multiple Proportions says that elements combine in simple whole number ratios of their ....;masses;;
4;The Law of Partial Pressures is valid for gases that do not � �.;react chemically;;
5;The Law of Partial Pressures states that the ... pressure exerted by a mixutre of gases is equal to the sum of the pressures that the indiviudal gases would exert if they were alone.;total;;
6;The Law of Partial Pressures states that the total pressure exerted by a mixutre of gases is  to the ... of the pressures that the indiviudal gases would exert if they were alone.;sum;;
7;The Law of Partial Pressures states that the total pressure exerted by a mixutre of gases is equal to the sum of the pressures that the ... gases would exert if they were alone.;indiviudal;;
8;Write the equation for the Law of Partial Pressures.;Ptotal=P1+P2+P3+�+Pn;;
9;The ... is the ratio of moles of indiviudal gases in a mixture to the total number of moles.;mole fraction;;
10;The mole fraction is the ratio of moles of ... gases in a mixture to the total number of moles.;indiviudal;;
11;The mole fraction is the ratio of moles of indiviudal gases in a mixture to the ... number of moles.;total;;
12;The molar fraction symbol is ....;? (greek Chi);;
13;Give the equation for the mole fraction of a single gas in an n mixture of gases.;?1= n1/n1+n2+n3+�+nn;;
14;The number of ... in a gas is directly related to the pressure the gas exerts.;moles;;
15;The number of moles in a gas is directly related to the ... the gas exerts.;pressure;;
16;Collecting a gas over water is the process of � a gas through a column of water to trap the gas at the end of the column.;bubbling;;
17;Water constantly produces a gaseous � �.;water vapour;;
nr #16;Passing gases;answer;45;
1;Gases can be considered as a collection of atoms or molecules that ... together as a system.;act;;
2;Gases can be considered as a collection of atoms or molecules that act together as a �;system;;
3;The ... velocity is the overall speed and direction of a body, such as a sample of gas.;net;;
4;The net velocity is the overall ... and direction of a body, such as a sample of gas.;speed;;
5;The net velocity is the overall speed and ... of a body, such as a sample of gas.;direction;;
6;The ... velocity is the statistical mean of the velocities of individual particles in a body, like atoms or molecules of a gas.;average;;
7;The average velocity is the statistical ... of the velocities of individual particles in a body, like atoms or molecules of a gas.;mean;;
8;The average velocity is the statistical mean of the velocities of ... particles in a body, like atoms or molecules of a gas.;individual;;
9;The � velocity og a gas in any direction will always be lower than the ... velocity of its molecules.;net, average;;
10;... is an expression of the average kinetic energy of the particles in a system.;Temperature;;
11;Temperature is an expression of the average ... energy of the particles in a system.;kinetic;;
12;Temperature is an expression of the average kinetic energy of the ... in a system.;particles;;
13;Please give the formula for kinetic energy.;;;
14;Changes to kinetic energy are directly linked to changes in �.;velocity;;
15;� masses move more slowly than smaller masses that have the same kinetic energy.;Bigger;;
16;Bigger masses move more slowly than smaller masses that have the same ... energy.;kinetic;;
17;Bigger masses move more ... than smaller masses that have the same kinetic energy.;slowly;;
18;Effusion is the passage of a gas through a tiny � in a barrier.;orifice;;
19;� is the passage of a gas through a tiny orifice in a barrier.;Effusion;;
20;The rate of effusion r descirbes how fast gases pass through a �.;barrier;;
21;Effusion does not measure the � gases travel.;distance;;
22;The velocity of a gas is not equal to �, r.;Effusion;;
23;Graham's Law of Effusion ... the effusion rates of different gases.;compares;;
24;Give the equation for Grahams Law of Effusion.;;;
25;Give the equation for the rate of effusion.;r=n/t or r=V/t;;
26;Gases which move freely move according to the � �.;concentration gradient;;
27;Gases which move freely move from region of � to regions of � concentrations.;high, low;;
28;A concentration gradient is a ... change in concentration of some substance over a given distance.;gradual;;
29;A concentration gradient is a gradual change in ... of some substance over a given distance.;concentration;;
30;A concentration gradient is a gradual change in concentration of some substance over a given ....;distance;;
31;Gases disperse � in the available space.;evenly;;
32;� the process of a substance spreading out into less concentrated regions.;Diffusion;;
33;Diffusion is the process of a substance spreading out into � concentrated regions.;less;;
34;Diffusion results in a an � distributed substance.;evenly;;
35;� ends when a substance is evenly distributed in the available space.;Diffusion;;
35;Diffusion is the result of completely � movement.;free;;
35;Amonia and hydrochloric acid react to form �.;ammonium chloride;;
35;Ammonium chloride is a �.;solid;;
35;Amonia and hydrochloric acid reaction is a � reaction between gases.;precipitation;;
35;Due to the complexity of diffusion movement only an � is possible regarding the net velocity of gases.;estimate;;
nr #17;Energy & chemistry;answer;65;
1;Everything is �.;energy;;
2;There are ... types of energy.;several;;
3;Anything warmer than � � has thermal energy.;absolute zero;;
4;Anything warmer than absolute zero has � energy.;thermal;;
5;Chemical energy is stored in the � between atoms.;bonds;;
6;� energy is stored in the bonds between atoms.;Chemical;;
7;� energy is energy contained within a system because of its position.;Potential;;
8;It is � to create energy.;impossible;;
9;The � law of thermodynamics is known as the law of conservation of energy.;first;;
10;The first law of thermodynamics states that � cannot be created or destroyed.;energy;;
11;The � law of thermodynamics states that energy cannot be created or destroyed.;first;;
12;The amount of energy in the universe is �.;constant;;
13;... the science of heat, energy and the ability of energy to do work.;Thermodynamics;;
14;� is the capacity to do work or produce heat.;Energy;;
15;Energy is the capacity to do � or produce heat.;work;;
16;Energy is the capacity to do work or � heat.;produce;;
17;In physics and chemistry work is when a force acts on something, causing it to �.;move;;
18;Work requires � of an object.;movement;;
19;Work can be represented by the symbol �.;w (lowercase);;
20;Heat is an energy �.;transfer;;
21;Heat is the transfer of energy through � interactions.;thermal;;
22;Energy can be only � things.;two;;
23;Energy can be either � or it can be exchanged through heat.;work;;
24;Energy can be either work or it can be exchange through �.;heat;;
25;The most common symbol for heat is �.;q (lowercase);;
26;In thermodynamics the universe is divided into � parts.;two;;
27;In thermodynamics the universe is divided into the � being studied and the surroundings.;system;;
28;The � allow the amount of energy in the system to change.;surroundings;;
29;The surroundings allow the � of energy in the system to change.;amount;;
30;The surroundings allwo the amount of � in the system to change.;energy;;
31;Every system has an � energy.;internal;;
32;The internal energy of a system is the sum of that systems � and � energy.;kinetic, potential;;
33;The internal energy of a system is represented by a �.;E (capital);;
34;"The � energy of a system is represented by a capitel ""E"".";internal;;
35;The symbol � is used to represent change in chemistry and physics.;Greek letter delta (?);;
36;?E represents the change in � of the system.;energy;;
37;The change in energy of a system is equal to the heat plus the �.;work;;
38;The change in energy of a system is equal to the ... plus the work.;heat;;
39;The change in energy of a system is equal to the heat ... the work.;plus;;
40;The the equation for ?E.; ?E=q+w;;
41;When  ?E is positve the system is � energy.;gaining;;
42;When  ?E is negative the system is � energy.;loosing;;
43; ?E is ... when work is done on the system or heat is transfered to the system.;positive;;
44; ?E is positive when work is done ... the system or heat is transfered to the system.;on;;
45; ?E is positive when work is done on the system or heat is transfered ... the system.;to;;
46; ?E is ... when work is done by the system or heat is transfered from the system.;negative;;
47; ?E is negative when work is done ... the system or heat is transfered from the system.;by;;
48; ?E is negative when work is done by the system or heat is transfered ... the system.;from;;
49;Chemical energy is a kind of � energy stored in the position of particles in the molecule.;potential;;
50;Burning is a � reaction, releasing heat from a system.;exothermic;;
51;Exothermic reactions result in heat flow � of system.;out;;
52;� reactions suck energy into a system.;Endothermic;;
nr #17;Energy & chemistry;answer;60;
1;Everything is �.;energy;;
2;There are ... types of energy.;several;;
3;Anything warmer than � � has thermal energy.;absolute zero;;
4;Anything warmer than absolute zero has � energy.;thermal;;
5;Chemical energy is stored in the � between atoms.;bonds;;
6;� energy is stored in the bonds between atoms.;Chemical;;
7;� energy is energy contained within a system because of its position.;Potential;;
8;It is � to create energy.;impossible;;
9;The � law of thermodynamics is known as the law of conservation of energy.;first;;
10;The first law of thermodynamics states that � cannot be created or destroyed.;energy;;
11;The � law of thermodynamics states that energy cannot be created or destroyed.;first;;
12;The amount of energy in the universe is �.;constant;;
13;... the science of heat, energy and the ability of energy to do work.;Thermodynamics;;
14;� is the capacity to do work or produce heat.;Energy;;
15;Energy is the capacity to do � or produce heat.;work;;
16;Energy is the capacity to do work or � heat.;produce;;
17;In physics and chemistry work is when a force acts on something, causing it to �.;move;;
18;Work requires � of an object.;movement;;
19;Work can be represented by the symbol �.;w (lowercase);;
20;Heat is an energy �.;transfer;;
21;Heat is the transfer of energy through � interactions.;thermal;;
22;Energy can be only � things.;two;;
23;Energy can be either � or it can be exchanged through heat.;work;;
24;Energy can be either work or it can be exchange through �.;heat;;
25;The most common symbol for heat is �.;q (lowercase);;
26;In thermodynamics the universe is divided into � parts.;two;;
27;In thermodynamics the universe is divided into the � being studied and the surroundings.;system;;
28;The � allow the amount of energy in the system to change.;surroundings;;
29;The surroundings allow the � of energy in the system to change.;amount;;
30;The surroundings allwo the amount of � in the system to change.;energy;;
31;Every system has an � energy.;internal;;
32;The internal energy of a system is the sum of that systems � and � energy.;kinetic, potential;;
33;The internal energy of a system is represented by a �.;E (capital);;
34;"The � energy of a system is represented by a capitel ""E"".";internal;;
35;The symbol � is used to represent change in chemistry and physics.;Greek letter delta (?);;
36;?E represents the change in � of the system.;energy;;
37;The change in energy of a system is equal to the heat plus the �.;work;;
38;The change in energy of a system is equal to the ... plus the work.;heat;;
39;The change in energy of a system is equal to the heat ... the work.;plus;;
40;The the equation for ?E.; ?E=q+w;;
41;When  ?E is positve the system is � energy.;gaining;;
42;When  ?E is negative the system is � energy.;loosing;;
43; ?E is ... when work is done on the system or heat is transfered to the system.;positive;;
44; ?E is positive when work is done ... the system or heat is transfered to the system.;on;;
45; ?E is positive when work is done on the system or heat is transfered ... the system.;to;;
46; ?E is ... when work is done by the system or heat is transfered from the system.;negative;;
47; ?E is negative when work is done ... the system or heat is transfered from the system.;by;;
48; ?E is negative when work is done by the system or heat is transfered ... the system.;from;;
49;Chemical energy is a kind of � energy stored in the position of particles in the molecule.;potential;;
50;Burning is a � reaction, releasing heat from a system.;exothermic;;
51;Exothermic reactions result in heat flow � of system.;out;;
52;� reactions suck energy into a system.;Endothermic;;
nr #18;Enthalpy;answer;60;
1;Work is the energy transferred to the motion of �.;objects;;
2;� is the energy transferred to the motion of objects.;Work;;
3;Heat is the energy transferred to the motion of � and �.;atoms, molecules;;
4;� is the energy transferred to the motion of atoms and molecules.;Heat;;
5;The transfer of energy is � dependent.;pathway;;
6;The change in energy is � of the pathway.;independent;;
7;A state function is the pathway � change in energy.;independent;;
8;A state function describes the � state of a system.;equilibrium;;
9;Enthalpy is represented by �.;H (capital letter);;
10;Give the formula for enthalpy.;H=E+PV;;
11;The total enthalpy of a system is � to measure.;impossible;;
12;A state function describes the � in a system.;change;;
13;Give the formula for enthalpy as change in enthalpy at constant pressure.;?H=q+w+P?V;;
14;Give the formula where change in enthalpy is equal to heat gained or lost by the system.;?H=q;;
15;Useful energy contained in any chemical compound can be measured by the change in temperature during chemical �.;reactions;;
16;Useful energy contained in any chemical compound can be measured by the change in ... during chemical reactions;temperature;;
17;Atoms and molecules reacting contain more or less �.;energy;;
18;... during chemical reactions is released to or taken from the enviornment as heat.;Energy;;
19;Energy during chemical reactions is released to or taken from the ... as heat.;enviornment;;
20;Energy during chemical reactions is released to or taken from the enviornment as ....;heat;;
21;... allows us to measure how much energy bonds have.;Enthalpy;;
22;Enthalpy is measured by the science called �.;calorimetry;;
23;Calorimetry measures �.;Enthalpy;;
24;Hess's law led direclty to the first law of �.;thermodynamics;;
25;Hess's law says that the total enthalpy change for a reaction doesn't depend on the � it takes.;pathway;;
26;Hess's law says that the total enthalpy change depends only on its � and � states.;initial, final;;
27;A standard state is a set of criteria that allow chemists to study stuff under the same �.;conditions;;
28;The standard state temperature is �.;25�C/ 278.15K;;
29;The standard state pressure is �.;1 atm/103.25kPa;;
30;... enthalpy of formation is the amount of heat lost or gained when one mole of a compound is formed from its constitutent elements.;Standard;;
31;Standard enthalpy of formation is the amount of ... lost or gained when one mole of a compound is formed from its constitutent elements.;heat;;
32;Standard enthalpy of formation is the amount of heat lost or gained when ... mole of a compound is formed from its constitutent elements.;one;;
33;The standard enthalpy of formation is represented by the symbol �.;?Hf0 (lower index f, upper index 0);;
34;The standard enthalpy is measured at the � state.;standard;;
35;The baseline for standard enthalpy are the the most � states of individual elements.;stable;;
36;The enthalpy change for a reaction is ... to the sum of the enthalpy of formation of all the products minus the sum of the enthalpy of formation of all the reactants.;equal;;
37;The enthalpy change for a reaction is equal to the sum of the enthalpy of formation of all the products ... the sum of the enthalpy of formation of all the reactants.;minus;;
38;Give the formula for Hess's Law.;pic ;;
39;"The the Greek letter � is the symbol for ""the sum of.""";? (capital letter sigma);;
40;A negative value of ?H energy means that a reaction is �.;exothermic;;
41;A positive value of ?H energy means that a reaction is �.;endothermic;;
42;The formula for the standard enthalpy of formation that is used to calculate the change in enthalpy is �.;pic;;
nr #19;Calorimetry;answer;35;
1;The reaction between HCl and NaOH is a � reaction.;neutrilization;;
2;Molecules always move towards a � energy state.;lower;;
3;The science of measuring the change in heat associated with a chemical reaction is called �.;calorimetry;;
4;A ... is an insulated container that contains a thermometer.;calorimeter;;
5;A calorimeter is an ... container that contains a thermometer.;insulated;;
6;A calorimeter is an insulated container that contains a ....;thermometer;;
7;The formula allowing to calculate the heat change of a reaction in a calorimeter is �.;?H=sm?T;;
8;The symbol � denotes the specific heat capacity of a substance.;s (lowercase);;
9;The � � ... is the amount of heat required to raise the temperature of one mass unit of a substance by 1�C.;specific heat capacity;;
10;The specific heat capacity is the amount of heat required to ... the temperature of one mass unit of a substance by 1�C.;raise;;
11;The specific heat capacity is the amount of heat required to raise the temperature of one mass unit of a substance by ....;1�C;;
12;The specific heat capacity is the amount of heat required to raise the temperature of � mass unit of a substance by 1�C.;1;;
13;Heat energy can be absorbed by increasing � of molecules.;movement;;
14;Heat energy can be absorbed by the breaking and formaton of � between molecules.;bonds;;
15;The high heat capacity of water is related to the � bonds that are associated with relatively small changes in temperature.;hydrogen;;
16;Heat is not equal to � measured by a thermometer.;temperature;;
nr #20;Entropy;answer;60;
1;The ... law of thermodynamics says that any spotaneous process increases the disorder of the universe.;second;;
2;The second law of thermodynamics says that any ... process increases the disorder of the universe.;spotaneous;;
3;The second law of thermodynamics says that any spotaneous process ... the disorder of the universe.;increases;;
4;The act of putting one system in order requires that other systems become �.;disordered;;
5;... is a measure of molecular randomness, or disorder.;Entropy;;
6;Entropy is a measure of ... randomness, or disorder.;molecular;;
7;A spontaneous process does not require ... to keep it going.;energy;;
8;A ... process does not require energy to keep it going.;spontaneous;;
9;Entropy is like entalpy - a � function.;state;;
10;Entropy does not depend on the � it took to reach its current state.;pathway;;
11;The change in entropy can be calculated by subtracting the sum of the ... values from the sum of the product values.;reactant;;
12;The change in entropy can be calculated by subtracting the sum of the reactant values from the sum of the ... values.;product;;
13;The ... in entropy can be calculated by subtracting the sum of the reactant values from the sum of the product values.;change;;
14;The change in entropy can be calculated, like that for �.;enthalpy;;
15;The formula for the change in entalpy is �.;as in pic;;
16;The symbol for entropy is �.;S (capital);;
17;The absolute values for individual reactants and products are �.;known;;
18;... explains why reactions happen spontaneously in nature.;Entropy;;
19;Barium hydroxide reacts with ammonium chloride readily in � form.;solid;;
20;The spontaneous reaction between barium hydroxide and ammonium chloride is strongly �.;endothermic;;
21;... free energy is the amount of energy in a system that is available to do useful work.;Gibbs;;
22;Gibbs free energy is the amount of energy in a system that is ... to do useful work.;available;;
23;Gibbs free energy is the amount of energy in a system that is available to do useful ....;work;;
24;Gibbs is like enthalpy and entropy a � function.;state;;
25;The symbol for Gibbs frree energy is �.;G (capital);;
26;The equation for Gibbs free energy is �.;pic;;
27;At constant pressure and temperature, the change in standard Gibbs free energy for a reaction equals the change in standard enthalpy ... the product of the temperature and the standard entropy.;minus;;
28;At constant pressure and temperature, the change in standard Gibbs free energy for a reaction equals the change in standard ... minus the product of the temperature and the standard entropy.;enthalpy;;
29;At constant pressure and temperature, the change in standard Gibbs free energy for a reaction equals the change in standard enthalpy minus the product of the ... and the standard entropy.;temperature;;
30;The formula for Gibbs free energy at constant temperature and pressure is �.;pic;;
31;The amount of free energy a reaction makes available to do work depends on � things.;two;;
32;The amount of free energy a reaction makes available to do work depends on ... change and the amount of heat the reaction transfers..enthalpy;;;
33;The amount of free energy a reaction makes available to do work depends on enthalpy change and the amount of ... the reaction transfers..;heat;;
34;A reaction is enthalpy-driven when ?H�T?S.;>;;
35;A reaction is entropy-driven when ?H�T?S.;<;;
36;A reaction is ...-driven when the flow of thermal energy provides most of the free enegy in the reaction.;enthalpy;;
37;A reaction is enthalpy-driven when the flow of ... energy provides most of the free enegy in the reaction.;thermal;;
38;A reaction is enthalpy-driven when the flow of thermal energy provides ... of the free enegy in the reaction.;most;;
39;A reaction is ...-driven when the increasing disorder provides most of the reactions free energy.;entropy;;
40;A reaction is entropy-driven when the increasing ... provides most of the reactions free energy.;disorder;;
41;A reaction is entropy-driven when the ... disorder provides most of the reactions free energy.;increasing;;
42;The � � � tells us if a reaction is spontenous or not.;Gibbs free energy;;
43;A reaction is spotanous when ?G is �.;negative;;
44;A reaction is nonspontanous when ?G is �.;positive;;
45;A reaction is in equlibrium when ?G is �.;0;;
46;A reaction is ... when ?G is negative;spontaneous;;
47;A reaction is .. when ?G is positive.;nonspontanous;;
48;A reaction is in ... when ?G is 0.;equlibrium;;
nr #21;Lab Techniques & safety;answer;45;
1;You should � up long hair in a lab.;tie;;
2;You should tie up � hair in a lab;long;;
3;Loose long hair can catch on � in the lab.;fire;;
4;You should not have � sleeves in a laboratory.;loose;;
5;When in the laboratory � should cover as much of you body as possible.;clothes;;
6;You should never ever wear � instead of closed toes shoes in the lab.;sandals;;
7;� are the most vulnerable organ in the laboratory.;eyes;;
8;Correction glasses � count as eye protection.;do not;;
9;You should not have � sleeves in a laboratory.;short;;
10;You should not eat or � in the lab.;drink;;
11;It is � to work when another person is in the lab.;advisable/safer;;
12;Name the diagram in the picture.;HazMat/Hazadrous Material diamond;;
13;The HazMat rating 0 means something is � to handle.;safe;;
14;The HazMat rating of 4 means something is � � to handle.;very dangerous;;
15;The � color in the hazardous material diamond is the rating for health danger.;blue;;
16;The blue color in the hazardous material diamond is the rating for ... danger.;health;;
17;The red color in the hazardous material diamond is the rating for �.;flamability;;
18;The ... color in the hazardous material diamond is the rating for flamability.;red;;
19;The ... color in the hazardous material diamond is the rating for chemical reactivity.;yellow;;
20;The yellow color in the hazardous material diamond is the rating for � �.;chemical reactivity;;
21;A HazMat four in fire means something is both � and gaseous.;flamable;;
22;A HazMat four in reactivity means something is can ... at rom temperature.;explode;;
23;A laboratory material safety data sheet for every material is also called �.;MSDS;;
24;An � has all the information related to any chemical in the lab.;MSDS;;
25;The first aid treatment for injuries with a given chemical are given in the �.;MSDS;;
26;Chemistry involving noxious fumes should be carried out under a � �.;fume hood;;
27;It is important to keep the � at right level when using fume hoods.;sash;;
28;When smelling chemicals you should � it towards your face.;waft;;
29;You should never directly � a chemical from a container with your nose.;smell;;
30;Instead of pippeting with your � you should use a pippete pump.;mouth;;
31;Hold glass rods and thermometers close to the ... which is being forced through rubber tubing or stoppers.;end;;
32;Waste chemicals are disposed according to �.;instructions.;;
33;Waste chemicals are often disposed in dedicated � �.;waste containers;;
34;It is best to know how to dispose a chemical � use.;before;;
35;Proper pouring of chemicals requires �.;commitment;;
nr #22;Types of chemical bonds;answer;80;
1;Relationships between atoms are called �.;bonds;;
2;Each kinds of atomic relationship requires a different type of �.;energy;;
3;All bonds are best when settled in the �-� situation possible.;lowest-stress;;
4;Bonds between atoms depend on the � between them.;distance;;
5;bonds between atoms depend on how � or � they are.;positive, negative;;
6;Atoms do whatever possible to reduce their overall �.;energy;;
7;Atoms reach their lowest energy by achieving a balance between � and � forces.;attractive and repulsive;;
8;The attraction of protons and electrons is called the � force.;electrostatic;;
9;The attraction between � and electrons is called the electrostatic force.;protons;;
10;The attraction between protons and � is called the electrostatic force.;electrons;;
11;In electrostatic interactions � charges attract.;opposite;;
12;In electrostatic interactions like charges �.;repel;;
13;In electrostatic interactions opposite charges �.;attract;;
14;In electrostatic interactions � charges repel.;like;;
15;The ... length is the distance between two nuclei at the point of minimum energy.;bond;;
16;The bond length is the distance between two ... at the point of minimum energy.;nuclei;;
17;The bond length is the distance between two nuclei at the point of minimum ....;energy;;
18;A bond where electrons is share is called a � bond.;covalent;;
19;In a covalent bond electrons are �.;shared;;
20;Sharing of electrons occurs in a � bond.;covalent;;
21;The strength with which an atom holds share electrons is called �.;electronegativity.;;
22;Electronegativity determines the � of the hold on shared electrons.;strength;;
23;Electronegativity determines the strength of the hold on shared ....;electrons;;
24;... determines the strength of the hold on shared electrons.;Electronegativity;;
25;Electronegativity is the ability of an atom to � shared electrons.;attract;;
26;Polarity is the � of charges in a molecule.;separation;;
27;Polarity results from differences in � of atoms in a molecule.;electronegativity;;
28;More electronegative atoms of a molecule have a slight � charge ;negative;;
29;Less electronegative atoms of a molecule have a slight � charge.;positive;;
30;... covalent bonds occur between atoms with different electronegativities.;Polar;;
31;Polar covalent bonds occur between atoms with ... electronegativities.;different;;
32;... covalent bonds result in a separation of charges.;Polar;;
33;Polar covalent bonds result in a ... of charges.;separation;;
34;Polar covalent bonds result in a separation of �;charges;;
35;Nonpolar covalent bonds occur between atoms with identical or very similar �.;electronegativities;;
36;... covalent bonds occur between atoms with identical or very similar electronegativities.;Nonpolar;;
37;In ... covalent bonds charges are distributed evenly.;nonpolar;;
38;In nonpolar covalent bonds charges are distributed �.;evenly;;
39;... bonds tend to form from non-metals and sometimes metalloids.;Covalent;;
40;Covalent bonds tend to form from non-metals and sometimes �.;metalloids;;
41;Covalent bonds tend to form from ... and sometimes metalloids.;non-metals;;
42;... bonds are formed by the transfer of electrons from one atom to another.;Ionic;;
43;Ionic bonds are formed by the transfer of ... from one atom to another.;electrons;;
44;Ionic bonds are formed by the ... of electrons from one atom to another.;transfer;;
45;... bonds are formed between a positive ion and negative ion.;Ionic;;
46;You can calculate ionic bond strength using the � law.;Coulomb's;;
47;... law sasys that the energy between two ions equals the product of the two charges, divided by the distance between the nuclei and all multiplied by a constant.;Coulomb's;;
48;Coulomb's law sasys that the energy between two ions equals the ... of the two charges, divided by the distance between the nuclei and all multiplied by a constant.;product;;
49;Coulomb's law sasys that the energy between two ions equals the product of the two charges, ... by the distance between the nuclei and all multiplied by a constant.;divided;;
50;Ionic bonds are extremely �.;polar;;
51;Ionic bonds are much more polar than � � bonds.;polar covalent;;
52;There are � types of bonds.;three;;
53;Ionic compounds are often � in their solid form.;crystilline;;
54;Ionic compounds are generally soluble in �.;water;;
55;A water solution containing � allows it to conduct electricity.;ions;;
56;... compounds tend to be softer solids, liquids or gasses at room temperature.;Covalent;;
57;Covalent compounds are often not soluble in �.;water;;
58;... compounds water solutions don't conduct electricity.;Covalent;;
nr #23;Polar & non-polar molecules;answer;45;
1;A � molecule has asymetrical electron distribution.;polar;;
2;A polar molecule has � electron distribution.;asymetrical;;
3;... increases in the periodic table from left to right;Electronegativity;;
4;Electronegativity ... in the periodic table from left to right;increases;;
5;Electronegativity is related to the number of � in an atom.;protons;;
6;Electronegativity ... in the periodic table from top to bottom.;decreases;;
7;An ... number of protons may result in a shielding effect of other protons decreasing electronegativity.;increasing;;
8;An increasing number of protons may result in a ... effect of other protons decreasing electronegativity.;shielding;;
9;An increasing number of protons may result in a shielding effect of other protons ... electronegativity.;decreasing;;
10;An electronegativity difference of ... or greater results in a polar molecule.;0.5;;
11;An electronegativity difference of 0.5 or greater results in a ... molecule.;polar;;
12;When the electronegativity difference is greater than ... we end up with two ions in molecule.;1.6;;
13;When the electronegativity idifference s greater than 1.6 we end up with two ... in molecule.;ions;;
14;Polar molecles require geometrical � of charges. ;asymetry;;
15;Polar molecles require geometrical asymetry of �. ;charges;;
16;A polar molecule has to have a � moment.;dipole;;
17;A dipole moment is the � of charge into different areas.;separation;;
18;A � moment is the separation of charge into different areas.;dipole;;
19;The dipole moment of a molecule is represented by an �.;arrow;;
20;The dipole moment arrow is drawn from the � area towards the � area.;positive towards the negative;;
21;Polar solvents are very good at dissolving solids composed of � or � compounds.;polar or ionic;;
22;Ionic solids instead of a partial positive and partial negative dipole moment, the transferred electrons create two charged �.;ions;;
23;... force is the action of like moleclues sticking together being mutually attractive.;Cohesive;;
24;Cohesive force is the action of ... moleclues sticking together being mutually attractive.;like;;
25;Cohesive force is the action of like moleclues sticking together being mutually ....;attractive;;
26;The volume of ice is � larger than the volume of water.;10%;;
27;Water has its highest denesity at �.;4�C;;
28;The change of water ... is associated with the breaking and forming of hydrogen bonds.;temperature;;
29;The change of water temperature is associated with the breaking and forming of ... bonds.;hydrogen;;
30;The ... of water temperature is associated with the breaking and forming of hydrogen bonds.;change;;
31;... bonds result in the interaction of partially negative oxygen and positive hydrogens.;Hydrogen;;
32;Hydrogen bonds result in the interaction of partially negative ... and positive hydrogens.;oxygen;;
33;. molecules have both polar and non-polar characteristics.;Hybdrid;;
34;Lipids have a ... head and a non-polar tail.;polar;;
35;Lipids have a polar head and a ... tail.;non-polar;;
36;Lipids have a polar ... and a non-polar tail.;head;;
37;Lipids have a polar head and a non-polar �.;tail;;
nr #24;Bonding models and lewis structures;answer;30;
1;A ... is anything that represents something else wether physicial or conceptual.;model;;
2;Electrons are in constant � around nuclei.;motion;;
3;In a covalent bond electrons spend most of their time � the nuclei.;between;;
4;A ... structure is a two-dimensional model of a molecule showing it's bonds and unbonded valence electrons.;Lewis;;
5;In a Lewis structure a covalent bond is represented as a � �.;straight line;;
6;Unbonded valence electrons in a Lewis structure are shown as �.;dots;;
7;Dots in a Lewis structure are � � electrons.;unbonded valence;;
8;A straight line in Lewis structure is a � �.;covalent bond;;
9;The ... rule staights that atoms are most stable when their outermost shells are filled.;octet;;
10;The octet rule staights that atoms are most ... when their outermost shells are filled.;stable;;
11;The octet rule staights that atoms are most stable when their ... shells are filled.;outermost;;
12;Many atoms require ... atoms to fill their outermost shells.;eight;;
13;A ... bond shares two pairs of electrons by a pair of atoms.;double;;
14;A double bond shares ... pairs of electrons by a pair of atoms.;two;;
15;A double bond shares two pairs of electrons by a ... of atoms.;pair;;
16;A ... bond shares three pairs of electrons between a pair of atoms.;triple;;
17;A triple bond shares ... pairs of electrons between a pair of atoms.;three;;
18;A triple bond shares three pairs of electrons between a ... of atoms.;pair;;
19;The maximum number of a covalent bond is �.;three;;
20;In ... mechanics light and electrons are both particles and waves of energy.;quantum;;
21;In quantum mechanics ... and electrons are both particles and waves of energy.;light;;
22;In quantum mechanics light and electrons are both particles and ... of energy.;waves;;
nr #25;Orbitals;answer;120;
1;Bonds form from ... electron clouds, flowing around nuclei of bonded atoms.;overlapping;;
2;Bonds form from overlapping electron ..., flowing around nuclei of bonded atoms.;clouds;;
3;Bonds form from overlapping electron clouds, flowing ... nuclei of bonded atoms.;around;;
4;Electron ... are the space of probable electron locations.;clouds;;
5;Electron clouds are the space of ... electron locations.;probable;;
6;Electron clouds are the ... of probable electron locations.;space;;
7;Electrons are both ... and waves.;particles;;
8;Electrons are both particles and �.;waves;;
9;When energy is dumped into an electron field, electrons exist inside a � function.;wave;;
10;A � �. is mathematical function describing the probability of an electron being in a certain place at any given moment.;wave function;;
11;A wave function is mathematical function describing the ... of an electron being in a certain place at any given moment.;probability;;
